sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
10,3,A,,Period Covered Start,xbrli:dateTimeItemType,0..1,,"Start of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,,Document Information,,,$.Accounting Entries.Document Information.Period Covered Start,AccntgEntrs_DocmntInfrmn_PerdCovrdStart,対象期間開始日付,内容の日付範囲の開始日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:periodCoveredStart,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:periodCoveredStart
11,3,A,,Period Covered End,xbrli:dateTimeItemType,0..1,,"End of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,,Document Information,,,$.Accounting Entries.Document Information.Period Covered End,AccntgEntrs_DocmntInfrmn_PerdCovrdEnd,対象期間終了日付,内容の日付範囲の終了日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:periodCoveredEnd,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:periodCoveredEnd
12,3,A,,Period Count,xbrli:decimalItemType,0..1,,"Number of periods or buckets, used by postingCode. Used to interpret posting date. It may be preferable to limit entries by period covered to be by individual reporting period.",gl-bus,,Document Information,,,$.Accounting Entries.Document Information.Period Count,AccntgEntrs_DocmntInfrmn_PerdCont,期間数,postingCodeで使用される期間又はバケットの数。 転記日付を説明するために使用される。対象期間の仕訳を個々の報告期間に限定することが望ましいかもしれない。,gl-bus:periodCount,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodCount
13,3,A,,Period Unit,xbrli:tokenItemType,0..1,,"Type of periods covered by periodCount. Enumerated as: daily, weekly, bi-weekly, semi-monthly, monthly, quarterly, thirdly, semiannual, annual, ad-hoc, current-period-only, other.",gl-bus,,Document Information,,,$.Accounting Entries.Document Information.Period Unit,AccntgEntrs_DocmntInfrmn_PerdUnt,期間単位,"periodCountで対象とする期間の種別。
[設定値のリスト]
(daily：日次)、(weekly：週次)、(bi-weekly：隔週)、(semi-monthly：半月ごと)、(monthly：月次)、(quarterly：四半期ごと)、(thirdly：年3回)、(semiannual：半年ごと)、(annual：年次)、(ad-hoc：随時)、(current-period-only：当期)、(other：その他)",gl-bus:periodUnit,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodUnit
14,3,A,,Period Unit Description,xbrli:stringItemType,0..1,,Free format description of the period unit,gl-bus,,Document Information,,,$.Accounting Entries.Document Information.Period Unit Description,AccntgEntrs_DocmntInfrmn_PerdUntDescrptn,期間単位説明,対象期間単位の説明。,gl-bus:periodUnitDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:periodUnitDescription
15,3,A,,Source Application,xbrli:stringItemType,0..1,,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",gl-bus,,Document Information,,,$.Accounting Entries.Document Information.Source Application,AccntgEntrs_DocmntInfrmn_SorcApplcn,作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。,gl-bus:sourceApplication,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:sourceApplication
16,3,A,,Target Application,xbrli:stringItemType,0..1,,Particular use for which file was generated.,gl-bus,,Document Information,,,$.Accounting Entries.Document Information.Target Application,AccntgEntrs_DocmntInfrmn_TargtApplcn,対象アプリケーション,ファイルが作成された用途。,gl-bus:targetApplication,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-bus:targetApplication
17,3,A,,Default Currency,xbrli:QNameItemType,0..1,,"The default currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding",gl-muc,,Document Information,,,$.Accounting Entries.Document Information.Default Currency,AccntgEntrs_DocmntInfrmn_DefltCurrncy,既定通貨,XBRLインスタンス内に指定する方法のかわりに、金額の既定の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-muc:defaultCurrency,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:documentInfo/gl-muc:defaultCurrency
18,2,C,,Entity Information section,,0..1,,Holder for entity information - information about the reporting organization.,gl-cor,,Entity Information section,,,$.Accounting Entries.Entity Information section,AccntgEntrs_EnttyInfrmnSectn,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entityInformation,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation
19,3,C,,Entity Phone Number,,0..*,,Primary phone number of the entity.,gl-bus,,Entity Phone Number,,,$.Accounting Entries.Entity Information section.Entity Phone Number,AccntgEntrs_EnttyInfrmnSectn_EnttyPhonNumbr,【事業体電話番号】,事業体の主要電話番号情報。,gl-bus:entityPhoneNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber
20,4,A,,Entity Phone Number Description,xbrli:tokenItemType,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,,Entity Phone Number,,,$.Accounting Entries.Entity Information section.Entity Phone Number.Entity Phone Number Description,AccntgEntrs_EnttyInfrmnSectn_EnttyPhonNumbr_EnttyPhonNumbrDescrptn,事業体電話番号説明,"代表、IR用などの、事業体の電話番号の説明。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-bus:phoneNumberDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber/gl-bus:phoneNumberDescription
21,4,A,,Entity Phone Number,xbrli:stringItemType,0..1,,Phone number referred to in 'phoneNumberDescription',gl-bus,,Entity Phone Number,,,$.Accounting Entries.Entity Information section.Entity Phone Number.Entity Phone Number,AccntgEntrs_EnttyInfrmnSectn_EnttyPhonNumbr_EnttyPhonNumbr,事業体電話番号,phoneNumberDescriptionで示される電話番号。,gl-bus:phoneNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityPhoneNumber/gl-bus:phoneNumber
22,3,C,,Entity Fax Number Structure,,0..*,,Tuple for holding company fax information.,gl-bus,,Entity Fax Number Structure,,,$.Accounting Entries.Entity Information section.Entity Fax Number Structure,AccntgEntrs_EnttyInfrmnSectn_EnttyFaxNumbrStructr,【事業体FAX番号】,事業体のFAX番号情報のタプル。,gl-bus:entityFaxNumberStructure,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure
23,4,A,,Entity Fax Number Usage,xbrli:stringItemType,0..1,,"Company fax number usage (e.g. orders, head office, IR)",gl-bus,,Entity Fax Number Structure,,,$.Accounting Entries.Entity Information section.Entity Fax Number Structure.Entity Fax Number Usage,AccntgEntrs_EnttyInfrmnSectn_EnttyFaxNumbrStructr_EnttyFaxNumbrUsg,事業体FAX番号用途,事業体のFAX番号の用途。(注文、本社、IRなど),gl-bus:entityFaxNumberUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure/gl-bus:entityFaxNumberUsage
24,4,A,,Entity Fax Number,xbrli:stringItemType,0..1,,Company Fax Number,gl-bus,,Entity Fax Number Structure,,,$.Accounting Entries.Entity Information section.Entity Fax Number Structure.Entity Fax Number,AccntgEntrs_EnttyInfrmnSectn_EnttyFaxNumbrStructr_EnttyFaxNumbr,事業体FAX番号,事業体のFAX番号。,gl-bus:entityFaxNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityFaxNumberStructure/gl-bus:entityFaxNumber
25,3,C,,Entity Email Address Structure,,0..*,,Tuple for holding company email information.,gl-bus,,Entity Email Address Structure,,,$.Accounting Entries.Entity Information section.Entity Email Address Structure,AccntgEntrs_EnttyInfrmnSectn_EnttyEmlAddrssStructr,【事業体Eメールアドレス】,事業体のEメールアドレス情報のタプル。,gl-bus:entityEmailAddressStructure,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure
26,4,A,,Entity Email Address Usage,xbrli:stringItemType,0..1,,"Company email address usage (e.g. orders, head office, IR)",gl-bus,,Entity Email Address Structure,,,$.Accounting Entries.Entity Information section.Entity Email Address Structure.Entity Email Address Usage,AccntgEntrs_EnttyInfrmnSectn_EnttyEmlAddrssStructr_EnttyEmlAddrssUsg,事業体Eメールアドレス用途,事業体のEメールアドレスの用途。(注文、本社、IRなど),gl-bus:entityEmailAddressUsage,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure/gl-bus:entityEmailAddressUsage
27,4,A,,Entity Email Address,xbrli:stringItemType,0..1,,Company Email Address,gl-bus,,Entity Email Address Structure,,,$.Accounting Entries.Entity Information section.Entity Email Address Structure.Entity Email Address,AccntgEntrs_EnttyInfrmnSectn_EnttyEmlAddrssStructr_EnttyEmlAddrss,事業体Eメールアドレス,事業体のEメールアドレス。,gl-bus:entityEmailAddress,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityEmailAddressStructure/gl-bus:entityEmailAddress
28,3,A,,Default Accounting Method Purpose,xbrli:tokenItemType,0..1,,"If not stated explicitly at the line level, the default reporting purpose - from book, tax, management, statutory, other",gl-bus,,Entity Information section,,,$.Accounting Entries.Entity Information section.Default Accounting Method Purpose,AccntgEntrs_EnttyInfrmnSectn_DefltAccntgMethdPurps,既定会計処理方法目的,"明細レベルで明確に指定しない場合の、既定の報告目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-bus:organizationAccountingMethodPurposeDefault,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodPurposeDefault
29,3,A,,Default Accounting Method Purpose Description,xbrli:stringItemType,0..1,,Free format description of the default accounting method purpose,gl-bus,,Entity Information section,,,$.Accounting Entries.Entity Information section.Default Accounting Method Purpose Description,AccntgEntrs_EnttyInfrmnSectn_DefltAccntgMethdPurpsDescrptn,既定会計処理方法目的説明,既定の会計処理方法目的の説明。,gl-bus:organizationAccountingMethodPurposeDefaultDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAccountingMethodPurposeDefaultDescription
30,3,C,,Identifiers,,0..*,,Section which contains various identifiers for the company.,gl-bus,,Identifiers,,,$.Accounting Entries.Entity Information section.Identifiers,AccntgEntrs_EnttyInfrmnSectn_Idntfs,【識別子】,組織に関する様々な識別子を含むセクション。,gl-bus:organizationIdentifiers,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers
31,4,A,,Organization Identifier,xbrli:stringItemType,0..1,,"Code representing the company or organization whose data this file represents: used for situations where one user (e.g., a CPA) needs to keep track of multiple organizations' files (e.g., multiple clients). Can be EIN#, client #, internal/external identifier, SIC code. Codes which identifies the entity. Includes the code identifier of the authority issuing the code, a colon, and the code itself. For example, CIK:01234567 for the CIK number issued by SEC EDGAR.",gl-bus,,Identifiers,,,$.Accounting Entries.Entity Information section.Identifiers.Organization Identifier,AccntgEntrs_EnttyInfrmnSectn_Idntfs_OrgnznIdntfr,事業体識別子,このファイルでデータを表現している会社や組織のコード。ひとりのユーザ(例えば、公認会計士)が複数の組織(例えば、複数の顧客)のファイルを把握する必要がある場合に使用される。 EIN番号、顧客番号、内部/外部識別子、SICコードであってよい。事業体の識別子をコード化する。コードを発行する権威ある組織のコード識別子、コロン、およびコードそのものを含む。 例えば、SEC　EDGARが発行したCIK番号　CIK: 01234567。,gl-bus:organizationIdentifier,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers/gl-bus:organizationIdentifier
32,4,A,,Organization Description,xbrli:stringItemType,0..1,,Text for organization identified by organizationIdentifier. Any descriptive information about the code.,gl-bus,,Identifiers,,,$.Accounting Entries.Entity Information section.Identifiers.Organization Description,AccntgEntrs_EnttyInfrmnSectn_Idntfs_OrgnznDescrptn,事業体説明,organizationIdentifierによって特定された組織の説明文。 コードに関するなんらかの記述情報。,gl-bus:organizationDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationIdentifiers/gl-bus:organizationDescription
33,3,C,,Address,,0..*,,Address structure for the reporting entity,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address,AccntgEntrs_EnttyInfrmnSectn_Addrss,【住所】,報告事業体の住所構造体。,gl-bus:organizationAddress,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress
34,4,A,,Address Name,xbrli:stringItemType,0..1,,Name of organization used at this address,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Address Name,AccntgEntrs_EnttyInfrmnSectn_Addrss_AddrssNam,住所名,この住所で使用される組織の名前。,gl-bus:organizationAddressName,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressName
35,4,A,,Address Description,xbrli:stringItemType,0..1,,"Description of the address, such as Mailing, Physical, Investor Relations, etc.",gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Address Description,AccntgEntrs_EnttyInfrmnSectn_Addrss_AddrssDescrptn,住所説明,住所の説明。郵送先、実体、投資家向けなど。,gl-bus:organizationAddressDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressDescription
36,4,A,,Address Purpose,xbrli:stringItemType,0..1,,"Freeform for codes like shipping, billing, mailing at address level.  Allows identification of multiple purpose addresses for each address of the reporting organization.",gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Address Purpose,AccntgEntrs_EnttyInfrmnSectn_Addrss_AddrssPurps,住所目的,配送、請求、郵送のような、住所レベルのコードの自由記述。個々の報告組織の住所ごとに、複数の住所を識別する。,gl-bus:organizationAddressPurpose,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressPurpose
37,4,A,,Location Identifier,xbrli:stringItemType,0..1,,A code used to identify the location and to associate it with contacts and transactions,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Location Identifier,AccntgEntrs_EnttyInfrmnSectn_Addrss_LoctnIdntfr,所在地識別子,位置を識別したり、窓口や取引と関係付けるコード。,gl-bus:organizationAddressLocationIdentifier,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressLocationIdentifier
38,4,A,,Building Number,xbrli:stringItemType,0..1,,Building Number,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Building Number,AccntgEntrs_EnttyInfrmnSectn_Addrss_BuldngNumbr,建物番号,建物番号。,gl-bus:organizationBuildingNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationBuildingNumber
39,4,A,,Street,xbrli:stringItemType,0..1,,Street address,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Street,AccntgEntrs_EnttyInfrmnSectn_Addrss_Stret,通り,住所の通り。,gl-bus:organizationAddressStreet,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStreet
40,4,A,,Address Detail,xbrli:stringItemType,0..1,,Address Detail,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Address Detail,AccntgEntrs_EnttyInfrmnSectn_Addrss_AddrssDetl,住所詳細,住所詳細。,gl-bus:organizationAddressStreet2,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStreet2
41,4,A,,City,xbrli:stringItemType,0..1,,City or town of the address.,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.City,AccntgEntrs_EnttyInfrmnSectn_Addrss_City,都市,住所の都市や町。,gl-bus:organizationAddressCity,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressCity
42,4,A,,State or Province,xbrli:stringItemType,0..1,,"State, province or region of the address.",gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.State or Province,AccntgEntrs_EnttyInfrmnSectn_Addrss_StatOrProvnc,州,住所の州や地方。,gl-bus:organizationAddressStateOrProvince,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressStateOrProvince
43,4,A,,Zip or Postal Code,xbrli:stringItemType,0..1,,Zip or other postal code of the address.,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Zip or Postal Code,AccntgEntrs_EnttyInfrmnSectn_Addrss_ZipOrPostlCod,郵便番号,住所の郵便番号。,gl-bus:organizationAddressZipOrPostalCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressZipOrPostalCode
44,4,A,,Country,xbrli:stringItemType,0..1,,Country of the address.,gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Country,AccntgEntrs_EnttyInfrmnSectn_Addrss_Contry,国,住所の国。,gl-bus:organizationAddressCountry,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressCountry
45,4,A,,Address Active,xbrli:booleanItemType,0..1,,"Boolean to indicate whether the address is active (=""true"") or inactive (=""false"")",gl-bus,,Address,,,$.Accounting Entries.Entity Information section.Address.Address Active,AccntgEntrs_EnttyInfrmnSectn_Addrss_AddrssActv,住所有効性,住所が有効か無効かを示すブール値。,gl-bus:organizationAddressActive,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:organizationAddress/gl-bus:organizationAddressActive
46,3,C,,Entity Web Site,,0..*,,Primary web site of the entity.,gl-bus,,Entity Web Site,,,$.Accounting Entries.Entity Information section.Entity Web Site,AccntgEntrs_EnttyInfrmnSectn_EnttyWebSit,【事業体Webサイト】,事業体の代表ウェブサイト。,gl-bus:entityWebSite,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite
47,4,A,,Web Site Description,xbrli:stringItemType,0..1,,Description of the web site.,gl-bus,,Entity Web Site,,,$.Accounting Entries.Entity Information section.Entity Web Site.Web Site Description,AccntgEntrs_EnttyInfrmnSectn_EnttyWebSit_WebSitDescrptn,Webサイト説明,ウェブサイトの説明。,gl-bus:webSiteDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite/gl-bus:webSiteDescription
48,4,A,,Web Site URL,xbrli:anyURIItemType,0..1,,Valid URL of the web site. Should be full URL.,gl-bus,,Entity Web Site,,,$.Accounting Entries.Entity Information section.Entity Web Site.Web Site URL,AccntgEntrs_EnttyInfrmnSectn_EnttyWebSit_WebSitUrl,WebサイトURL,ウェブサイトの有効なURL。 完全なURLであるべき。,gl-bus:webSiteURL,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:entityWebSite/gl-bus:webSiteURL
49,3,C,,Contact Information,,0..*,,Information about contacts.,gl-bus,,Contact Information,,,$.Accounting Entries.Entity Information section.Contact Information,AccntgEntrs_EnttyInfrmnSectn_ContctInfrmn,【担当者情報】,担当者に関する情報。,gl-bus:contactInformation,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entityInformation/gl-bus:contactInformation
