sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
469,3,A,,Period Covered Start,xbrli:dateTimeItemType,0..1,,"Start of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,Document Information,CO05b_09,/CO16b/CO05b_09,$.Accounting Entries.Document Information.Period Covered Start,AccntgEntrs.DocmntInfrmn.PerdCovrdStart,対象期間開始日付,内容の日付範囲の開始日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:documentInfoPeriodCoveredStart,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoPeriodCoveredStart
470,3,A,,Period Covered End,xbrli:dateTimeItemType,0..1,,"End of date range for contents. Used as basis for many assumptions about data, including the date as of which open balances are open.",gl-cor,0,Document Information,CO05b_10,/CO16b/CO05b_10,$.Accounting Entries.Document Information.Period Covered End,AccntgEntrs.DocmntInfrmn.PerdCovrdEnd,対象期間終了日付,内容の日付範囲の終了日。 残高の開始日付などの、データに関する多くの仮定の基礎として使用される。,gl-cor:documentInfoPeriodCoveredEnd,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoPeriodCoveredEnd
471,3,A,,Period Count,xbrli:decimalItemType,0..1,,"Number of periods or buckets, used by postingCode. Used to interpret posting date. It may be preferable to limit entries by period covered to be by individual reporting period.",gl-cor,0,Document Information,CO05b_BU05_11,/CO16b/CO05b_BU05_11,$.Accounting Entries.Document Information.Period Count,AccntgEntrs.DocmntInfrmn.PerdCont,期間数,postingCodeで使用される期間又はバケットの数。 転記日付を説明するために使用される。対象期間の仕訳を個々の報告期間に限定することが望ましいかもしれない。,gl-cor:documentInfoPeriodCount,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoPeriodCount
472,3,A,,Period Unit,xbrli:tokenItemType,0..1,,"Type of periods covered by periodCount. Enumerated as: daily, weekly, bi-weekly, semi-monthly, monthly, quarterly, thirdly, semiannual, annual, ad-hoc, current-period-only, other.",gl-cor,0,Document Information,CO05b_BU05_12,/CO16b/CO05b_BU05_12,$.Accounting Entries.Document Information.Period Unit,AccntgEntrs.DocmntInfrmn.PerdUnt,期間単位,"periodCountで対象とする期間の種別。
[設定値のリスト]
(daily：日次)、(weekly：週次)、(bi-weekly：隔週)、(semi-monthly：半月ごと)、(monthly：月次)、(quarterly：四半期ごと)、(thirdly：年3回)、(semiannual：半年ごと)、(annual：年次)、(ad-hoc：随時)、(current-period-only：当期)、(other：その他)",gl-cor:documentInfoPeriodUnit,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoPeriodUnit
473,3,A,,Period Unit Description,xbrli:stringItemType,0..1,,Free format description of the period unit,gl-cor,0,Document Information,CO05b_BU05_13,/CO16b/CO05b_BU05_13,$.Accounting Entries.Document Information.Period Unit Description,AccntgEntrs.DocmntInfrmn.PerdUntDescrptn,期間単位説明,対象期間単位の説明。,gl-cor:documentInfoPeriodUnitDesc,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoPeriodUnitDesc
474,3,A,,Source Application,xbrli:stringItemType,0..1,,"Product or service that produced this file. Used by many systems (e.g., VAT). Version number can be included or extended.",gl-cor,0,Document Information,CO05b_BU05_14,/CO16b/CO05b_BU05_14,$.Accounting Entries.Document Information.Source Application,AccntgEntrs.DocmntInfrmn.SorcApplcn,作成元アプリケーション,このファイルを作り出した製品又はサービス。 多くのシステム(例えば、VATなど)で、使用される。 バージョン番号を含むことも可能。,gl-cor:documentInfoSourceApplication,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoSourceApplication
475,3,A,,Target Application,xbrli:stringItemType,0..1,,Particular use for which file was generated.,gl-cor,0,Document Information,CO05b_BU05_15,/CO16b/CO05b_BU05_15,$.Accounting Entries.Document Information.Target Application,AccntgEntrs.DocmntInfrmn.TargtApplcn,対象アプリケーション,ファイルが作成された用途。,gl-cor:documentInfoTargetApplication,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoTargetApplication
476,3,A,,Default Currency,xbrli:QNameItemType,0..1,,"The default currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding",gl-cor,0,Document Information,CO05b_MC05_16,/CO16b/CO05b_MC05_16,$.Accounting Entries.Document Information.Default Currency,AccntgEntrs.DocmntInfrmn.DefltCurrncy,既定通貨,XBRLインスタンス内に指定する方法のかわりに、金額の既定の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,gl-cor:documentInfoDefaultCurrency,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-cor:documentInfoDefaultCurrency
477,3,C,,Summary Reporting Taxonomy,,0..*,,Identifies and provides information about one or more target reporting taxonomies to which the data represented in the document rolls up to.,gl-srcd,0,Summary Reporting Taxonomy,SR01b,/CO16b/SR01b,$.Accounting Entries.Document Information.Summary Reporting Taxonomy,AccntgEntrs.DocmntInfrmn.SummryReprtngTaxnmy,【集約報告タクソノミ】,この文書で示されたデータのロールアップ先となる、1つ以上の報告タクソノミの情報を、識別し提供する。,gl-srcd:summaryReportingTaxonomy,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomy
478,4,A,,ID,xbrli:stringItemType,0..1,,"Identifies a target reporting taxonomy so that, for example, it can be referenced in the [summaryReportingTaxonomyIDRef] data field at [xbrlInfo] level.",gl-srcd,0,Summary Reporting Taxonomy,SR01b_01,/CO16b/SR01b/SR01b_01,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.ID,AccntgEntrs.DocmntInfrmn.SummryReprtngTaxnmy.Id,集約報告タクソノミ識別子,たとえばxbrlInfo内のsummaryReportingTaxonomyIDRefで参照できるように、報告タクソノミを識別する。,gl-srcd:summaryReportingTaxonomyId,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomy/gl-srcd:summaryReportingTaxonomyId
479,4,A,,Schema Reference Href,xbrli:stringItemType,0..1,,Value of the href attribute of schemaRef in the target reporting taxonomy.,gl-srcd,0,Summary Reporting Taxonomy,SR01b_02,/CO16b/SR01b/SR01b_02,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Schema Reference Href,AccntgEntrs.DocmntInfrmn.SummryReprtngTaxnmy.SchemRefrncHref,集約報告タクソノミスキーマ参照情報,報告タクソノミ内の、schemaRef要素のhref属性の値。,gl-srcd:summaryReportingTaxonomySchemaReferenceHref,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomy/gl-srcd:summaryReportingTaxonomySchemaReferenceHref
480,4,A,,Header,xbrli:stringItemType,0..1,,An all-purpose data field where all the information necessary when it is too complex to be defined otherwise.,gl-srcd,0,Summary Reporting Taxonomy,SR01b_03,/CO16b/SR01b/SR01b_03,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Header,AccntgEntrs.DocmntInfrmn.SummryReprtngTaxnmy.Hedr,集約報告タクソノミヘッダ,必要なすべての情報が、複雑すぎて他の方法では定義できないときに、それらを記述する汎用的なデータ域。,gl-srcd:summaryReportingTaxonomyHeader,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomy/gl-srcd:summaryReportingTaxonomyHeader
481,4,A,,Description,xbrli:stringItemType,0..1,,A description of the taxonomy for human use.,gl-srcd,0,Summary Reporting Taxonomy,SR01b_04,/CO16b/SR01b/SR01b_04,$.Accounting Entries.Document Information.Summary Reporting Taxonomy.Description,AccntgEntrs.DocmntInfrmn.SummryReprtngTaxnmy.Descrptn,集約報告タクソノミ説明,人が利用するための、タクソノミの説明文。,gl-srcd:summaryReportingTaxonomyDesc,/gl-cor:accountingEntries/gl-cor:documentInfo/gl-srcd:summaryReportingTaxonomy/gl-srcd:summaryReportingTaxonomyDesc
482,2,C,,Entitry Information,,0..1,,Holder for entity information - information about the reporting organization.,gl-cor,0,Entitry Information,CO06b,/CO16b/CO06b,$.Accounting Entries.Entitry Information,AccntgEntrs.EnttryInfrmn,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entitryInfo,/gl-cor:accountingEntries/gl-cor:entitryInfo
483,3,A,,Default Accounting Method Purpose,xbrli:tokenItemType,0..1,,"If not stated explicitly at the line level, the default reporting purpose - from book, tax, management, statutory, other",gl-cor,0,Entitry Information,CO06b_BU06_01,/CO16b/CO06b_BU06_01,$.Accounting Entries.Entitry Information.Default Accounting Method Purpose,AccntgEntrs.EnttryInfrmn.DefltAccntgMethdPurps,既定会計処理方法目的,"明細レベルで明確に指定しない場合の、既定の報告目的を表す。帳簿、税、管理、スタチュトリ、その他から選択する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",gl-cor:entitryInfoDefaultAccountingMethodPurpose,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-cor:entitryInfoDefaultAccountingMethodPurpose
484,3,A,,Default Accounting Method Purpose Description,xbrli:stringItemType,0..1,,Free format description of the default accounting method purpose,gl-cor,0,Entitry Information,CO06b_BU06_02,/CO16b/CO06b_BU06_02,$.Accounting Entries.Entitry Information.Default Accounting Method Purpose Description,AccntgEntrs.EnttryInfrmn.DefltAccntgMethdPurpsDescrptn,既定会計処理方法目的説明,既定の会計処理方法目的の説明。,gl-cor:entitryInfoDefaultAccountingMethodPurposeDesc,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-cor:entitryInfoDefaultAccountingMethodPurposeDesc
485,3,A,,Business Description,xbrli:stringItemType,0..1,,Description of the nature of the business of the entity.,gl-cor,0,Entitry Information,CO06b_BU06_03,/CO16b/CO06b_BU06_03,$.Accounting Entries.Entitry Information.Business Description,AccntgEntrs.EnttryInfrmn.BusnssDescrptn,業種説明,事業体の事業の種類についての説明。,gl-cor:entitryInfoBusinessDesc,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-cor:entitryInfoBusinessDesc
486,3,A,,Fiscal Year Start,xbrli:dateItemType,0..1,,"Start of fiscal year. Where appropriate, corporate year period representation permits non-365 or 366 day years (more appropriate for internal sharing than data from external sources), In Europe, some jurisdictions allow 2 year minus 1 day fiscal years.",gl-cor,0,Entitry Information,CO06b_BU06_04,/CO16b/CO06b_BU06_04,$.Accounting Entries.Entitry Information.Fiscal Year Start,AccntgEntrs.EnttryInfrmn.FisclYerStart,会計年度開始日付,会計年度の開始日。妥当であれば、企業の会計年度表示において、366日や365日でない年も許可する（外部ソースからのデータより内部共有のための方が適している）。ヨーロッパでは、2年マイナス1日の会計年度を許可するところもある。,gl-cor:entitryInfoFiscalYearStart,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-cor:entitryInfoFiscalYearStart
487,3,A,,Fiscal Year End,xbrli:dateItemType,0..1,,"End of fiscal year. Where appropriate, corporate year period representation permits non-365 or 366 day years (more appropriate for internal sharing than data from external sources), In Europe, some jurisdictions allow 2 year minus 1 day fiscal years.",gl-cor,0,Entitry Information,CO06b_BU06_05,/CO16b/CO06b_BU06_05,$.Accounting Entries.Entitry Information.Fiscal Year End,AccntgEntrs.EnttryInfrmn.FisclYerEnd,会計年度終了日付,会計年度の終了日。妥当であれば、企業の会計年度表示において、366日や365日でない年も許可する（外部ソースからのデータより内部共有のための方が適している）。ヨーロッパでは、2年マイナス1日の会計年度を許可するところもある。,gl-cor:entitryInfoFiscalYearEnd,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-cor:entitryInfoFiscalYearEnd
488,3,C,,Phone,,0..*,,Phone number information.,gl-bus,0,Phone,BU01f,/CO16b/BU01f,$.Accounting Entries.Entitry Information.Phone,AccntgEntrs.EnttryInfrmn.Phon,【電話番号】,主要電話番号情報。,gl-bus:phone,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:phone
489,4,A,,Description,xbrli:tokenItemType,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,0,Phone,BU01f_01,/CO16b/BU01f/BU01f_01,$.Accounting Entries.Entitry Information.Phone.Description,AccntgEntrs.EnttryInfrmn.Phon.Descrptn,電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",gl-bus:phoneDesc,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:phone/gl-bus:phoneDesc
490,4,A,,Number,xbrli:stringItemType,0..1,,Phone number referred to in Phone Number Description'\.,gl-bus,0,Phone,BU01f_02,/CO16b/BU01f/BU01f_02,$.Accounting Entries.Entitry Information.Phone.Number,AccntgEntrs.EnttryInfrmn.Phon.Numbr,電話番号,電話番号用途で示される電話番号。,gl-bus:phoneNum,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:phone/gl-bus:phoneNum
491,3,C,,Fax,,0..*,,Fax number information.,gl-bus,0,Fax,BU02f,/CO16b/BU02f,$.Accounting Entries.Entitry Information.Fax,AccntgEntrs.EnttryInfrmn.Fax,【FAX番号】,FAX番号情報。,gl-bus:fax,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:fax
492,4,A,,Usage,xbrli:stringItemType,0..1,,"Fax number usage (e.g. orders, head office, IR)",gl-bus,0,Fax,BU02f_01,/CO16b/BU02f/BU02f_01,$.Accounting Entries.Entitry Information.Fax.Usage,AccntgEntrs.EnttryInfrmn.Fax.Usg,FAX番号用途,FAX番号の用途。(注文、本社、IRなど),gl-bus:faxUsage,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:fax/gl-bus:faxUsage
493,4,A,,Number,xbrli:stringItemType,0..1,,Fax Number,gl-bus,0,Fax,BU02f_02,/CO16b/BU02f/BU02f_02,$.Accounting Entries.Entitry Information.Fax.Number,AccntgEntrs.EnttryInfrmn.Fax.Numbr,FAX番号,FAX番号。,gl-bus:faxNum,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:fax/gl-bus:faxNum
494,3,C,,Email,,0..*,,Email address information.,gl-bus,0,Email,BU04f,/CO16b/BU04f,$.Accounting Entries.Entitry Information.Email,AccntgEntrs.EnttryInfrmn.Eml,【Eメールアドレス】,Eメールアドレス情報。,gl-bus:email,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:email
495,4,A,,Descrption,xbrli:stringItemType,0..1,,"URI address usage (e.g. orders, head office, IR)",gl-bus,0,Email,BU04f_BU03_01,/CO16b/BU04f/BU04f_BU03_01,$.Accounting Entries.Entitry Information.Email.Descrption,AccntgEntrs.EnttryInfrmn.Eml.Descrptn,URIアドレス用途,URIアドレスの用途。(注文、本社、IRなど),gl-bus:emailDescrption,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:email/gl-bus:emailDescrption
496,4,A,,Address,xbrli:stringItemType,0..1,,URI Address,gl-bus,0,Email,BU04f_BU03_02,/CO16b/BU04f/BU04f_BU03_02,$.Accounting Entries.Entitry Information.Email.Address,AccntgEntrs.EnttryInfrmn.Eml.Addrss,URIアドレス,URIアドレス。,gl-bus:emailAddress,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:email/gl-bus:emailAddress
497,3,C,,Identifiers,,0..*,,Structure which contains various identifiers for the company.,gl-bus,0,Identifiers,BU07b,/CO16b/BU07b,$.Accounting Entries.Entitry Information.Identifiers,AccntgEntrs.EnttryInfrmn.Idntfs,【識別子】,組織に関する様々な識別子を含むセクション。,gl-bus:identifiers,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:identifiers
498,4,A,PK,Organization Identifier,xbrli:stringItemType,0..1,,"Code representing the company or organization whose data this file represents: used for situations where one user (e.g., a CPA) needs to keep track of multiple organizations' files (e.g., multiple clients). Can be EIN#, client #, internal/external identifier, SIC code. Codes which identifies the entity. Includes the code identifier of the authority issuing the code, a colon, and the code itself. For example, CIK:01234567 for the CIK number issued by SEC EDGAR.",gl-bus,0,Identifiers,BU07b_01,/CO16b/BU07b/BU07b_01,$.Accounting Entries.Entitry Information.Identifiers.Organization Identifier,AccntgEntrs.EnttryInfrmn.Idntfs.OrgnznIdntfr,事業体識別子,このファイルでデータを表現している会社や組織のコード。ひとりのユーザ(例えば、公認会計士)が複数の組織(例えば、複数の顧客)のファイルを把握する必要がある場合に使用される。 EIN番号、顧客番号、内部/外部識別子、SICコードであってよい。事業体の識別子をコード化する。コードを発行する権威ある組織のコード識別子、コロン、およびコードそのものを含む。 例えば、SEC　EDGARが発行したCIK番号　CIK: 01234567。,gl-bus:identifiersOrganizationID,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:identifiers/gl-bus:identifiersOrganizationID
499,4,A,,Organization Description,xbrli:stringItemType,0..1,,Text for organization identified by organizationIdentifier. Any descriptive information about the code.,gl-bus,0,Identifiers,BU07b_02,/CO16b/BU07b/BU07b_02,$.Accounting Entries.Entitry Information.Identifiers.Organization Description,AccntgEntrs.EnttryInfrmn.Idntfs.OrgnznDescrptn,事業体説明,organizationIdentifierによって特定された組織の説明文。 コードに関するなんらかの記述情報。,gl-bus:identifiersOrganizationDesc,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:identifiers/gl-bus:identifiersOrganizationDesc
500,3,C,,Address,,0..*,,Structure which contains address information.,gl-bus,0,Address,BU06d,/CO16b/BU06d,$.Accounting Entries.Entitry Information.Address,AccntgEntrs.EnttryInfrmn.Addrss,【住所】,住所情報。,gl-bus:address,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address
501,4,A,,Name,xbrli:stringItemType,0..1,,Address Name,gl-bus,0,Address,BU06d_01,/CO16b/BU06d/BU06d_01,$.Accounting Entries.Entitry Information.Address.Name,AccntgEntrs.EnttryInfrmn.Addrss.Nam,住所名,住所の名前。,gl-bus:addressName,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address/gl-bus:addressName
502,4,A,,Description,xbrli:stringItemType,0..1,,Address Description,gl-bus,0,Address,BU06d_02,/CO16b/BU06d/BU06d_02,$.Accounting Entries.Entitry Information.Address.Description,AccntgEntrs.EnttryInfrmn.Addrss.Descrptn,住所説明,住所の説明。,gl-bus:addressDesc,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address/gl-bus:addressDesc
503,4,A,,Purpose,xbrli:stringItemType,0..1,,Address Purpose,gl-bus,0,Address,BU06d_03,/CO16b/BU06d/BU06d_03,$.Accounting Entries.Entitry Information.Address.Purpose,AccntgEntrs.EnttryInfrmn.Addrss.Purps,住所目的,住所の目的。,gl-bus:addressPurpose,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address/gl-bus:addressPurpose
504,4,A,,Location Identifier,xbrli:stringItemType,0..1,,A code used to identify the location and to associate it with contacts and transactions,gl-bus,0,Address,BU06d_04,/CO16b/BU06d/BU06d_04,$.Accounting Entries.Entitry Information.Address.Location Identifier,AccntgEntrs.EnttryInfrmn.Addrss.LoctnIdntfr,所在地識別子,所在地を識別したり、窓口や取引と関係付けるコード。,gl-bus:addressLocationID,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address/gl-bus:addressLocationID
505,4,A,,Building Number,xbrli:stringItemType,0..1,,Building Number,gl-bus,0,Address,BU06d_05,/CO16b/BU06d/BU06d_05,$.Accounting Entries.Entitry Information.Address.Building Number,AccntgEntrs.EnttryInfrmn.Addrss.BuldngNumbr,住所建物番号,建物番号。,gl-bus:addressBuildingNum,/gl-cor:accountingEntries/gl-cor:entitryInfo/gl-bus:address/gl-bus:addressBuildingNum
